Artikel;article_description;Bruttobetrag;Nettobetrag;Verkaufte_Stücke;Gewicht_verkauft;Durchschnittlicher_Preis;umsatz_tot;origin;year;date;ort
A10122;Nussbrille;2.4;2.4;1;NA;2.4;0.11;19.11.csv;2015;19.11.2015;grüental
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.11;19.11.csv;2015;19.11.2015;grüental
A10126;Apfel im Schlafrock;2.9;2.9;1;NA;2.9;0.13;19.11.csv;2015;19.11.2015;grüental
A10136;Muffin;5;5;2;NA;2.5;0.23;19.11.csv;2015;19.11.2015;grüental
A10410;Sandwich Milano;4;4;1;NA;4;0.18;19.11.csv;2015;19.11.2015;grüental
A10411;Sandwich Power Ham;4;4;1;NA;4;0.18;19.11.csv;2015;19.11.2015;grüental
A10412;Sandwich Gruyere;8;8;2;NA;4;0.36;19.11.csv;2015;19.11.2015;grüental
A10416;Sandwich Ticinese;18.5;18.5;3;NA;6.17;0.84;19.11.csv;2015;19.11.2015;grüental
A10451;Sandwich Bauette;5;5;1;NA;5;0.23;19.11.csv;2015;19.11.2015;grüental
A10000;Catering;11;11;2;NA;5.5;0.65;20.11.csv;2015;20.11.2015;grüental
A10001;Favorite;620;620;82;NA;7.56;36.56;20.11.csv;2015;20.11.2015;grüental
A10002;Green;418;418;56;NA;7.46;24.65;20.11.csv;2015;20.11.2015;grüental
A10005;Menu Suppe;6;6;4;NA;1.5;0.35;20.11.csv;2015;20.11.2015;grüental
A10006;Menu Salat;45;45;30;NA;1.5;2.65;20.11.csv;2015;20.11.2015;grüental
A10008;Gemüseportion;1.5;1.5;1;NA;1.5;0.09;20.11.csv;2015;20.11.2015;grüental
A10012;Kitchen 2;98;98;9;NA;10.89;5.78;20.11.csv;2015;20.11.2015;grüental
A10013;Kitchen 3;103;103;9;NA;11.44;6.07;20.11.csv;2015;20.11.2015;grüental
A10020;Local 0;251;251;34;NA;7.38;14.8;20.11.csv;2015;20.11.2015;grüental
A10030;Market;23.5;23.5;4;1.018;23.08;1.39;20.11.csv;2015;20.11.2015;grüental
A10040;Garden;54.1;54.1;9;2.352;23;3.19;20.11.csv;2015;20.11.2015;grüental
A10061;Frucht -.80;0.8;0.8;1;NA;0.8;0.05;20.11.csv;2015;20.11.2015;grüental
A10063;Frucht 1.00;1;1;1;NA;1;0.06;20.11.csv;2015;20.11.2015;grüental
A100700;Yogi;1.6;1.6;1;NA;1.6;0.09;20.11.csv;2015;20.11.2015;grüental
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.21;20.11.csv;2015;20.11.2015;grüental
A10124;Kirschenstange;2.4;2.4;1;NA;2.4;0.14;20.11.csv;2015;20.11.2015;grüental
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.13;20.11.csv;2015;20.11.2015;grüental
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.19;20.11.csv;2015;20.11.2015;grüental
A10410;Sandwich Milano;4;4;1;NA;4;0.24;20.11.csv;2015;20.11.2015;grüental
A10415;Sandwich Turkey;16.5;16.5;3;NA;5.5;0.97;20.11.csv;2015;20.11.2015;grüental
A10416;Sandwich Ticinese;6;6;1;NA;6;0.35;20.11.csv;2015;20.11.2015;grüental
A10417;Sandwich Softie;8;8;2;NA;4;0.47;20.11.csv;2015;20.11.2015;grüental
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.32;20.11.csv;2015;20.11.2015;grüental
A10451;Sandwich Bauette;10;10;2;NA;5;0.59;20.11.csv;2015;20.11.2015;grüental
A10000;Catering;19.5;19.5;3;NA;6.5;0.95;23.11.csv;2015;23.11.2015;grüental
A10001;Favorite;836;836;108;NA;7.74;40.78;23.11.csv;2015;23.11.2015;grüental
A10002;Green;395;395;52;NA;7.6;19.27;23.11.csv;2015;23.11.2015;grüental
A10005;Menu Suppe;7.5;7.5;5;NA;1.5;0.37;23.11.csv;2015;23.11.2015;grüental
A10006;Menu Salat;61;61;38;NA;1.61;2.98;23.11.csv;2015;23.11.2015;grüental
A10013;Kitchen 3;219;219;18;NA;12.17;10.68;23.11.csv;2015;23.11.2015;grüental
A10020;Local 0;349;349;46;NA;7.59;17.03;23.11.csv;2015;23.11.2015;grüental
A10030;Market;44.6;44.6;5;1.91;23.35;2.18;23.11.csv;2015;23.11.2015;grüental
A10040;Garden;25.4;25.4;3;1.104;23.01;1.24;23.11.csv;2015;23.11.2015;grüental
A10063;Frucht 1.00;1;1;1;NA;1;0.05;23.11.csv;2015;23.11.2015;grüental
A100700;Yogi;1.6;1.6;1;NA;1.6;0.08;23.11.csv;2015;23.11.2015;grüental
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.17;23.11.csv;2015;23.11.2015;grüental
A10074;Milchreis;4.6;4.6;2;NA;2.3;0.22;23.11.csv;2015;23.11.2015;grüental
A10114;Fitnessbrötli;1.7;1.7;1;NA;1.7;0.08;23.11.csv;2015;23.11.2015;grüental
A10119;Studentenschnitte;4.8;4.8;2;NA;2.4;0.23;23.11.csv;2015;23.11.2015;grüental
A10122;Nussbrille;2.4;2.4;1;NA;2.4;0.12;23.11.csv;2015;23.11.2015;grüental
A10130;Vanillekreuz;4.8;4.8;2;NA;2.4;0.23;23.11.csv;2015;23.11.2015;grüental
A10135;Wähe;7.8;7.8;2;NA;3.9;0.38;23.11.csv;2015;23.11.2015;grüental
A10148;Fruchttörtli;5.3;5.3;2;NA;2.65;0.26;23.11.csv;2015;23.11.2015;grüental
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.31;23.11.csv;2015;23.11.2015;grüental
A10410;Sandwich Milano;8;8;2;NA;4;0.39;23.11.csv;2015;23.11.2015;grüental
A10411;Sandwich Power Ham;4;4;1;NA;4;0.2;23.11.csv;2015;23.11.2015;grüental
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.27;23.11.csv;2015;23.11.2015;grüental
A10416;Sandwich Ticinese;6;6;1;NA;6;0.29;23.11.csv;2015;23.11.2015;grüental
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.27;23.11.csv;2015;23.11.2015;grüental
A10438;FB Sandwich Ham & Co;11;11;2;NA;5.5;0.54;23.11.csv;2015;23.11.2015;grüental
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.2;23.11.csv;2015;23.11.2015;grüental
A10451;Sandwich Bauette;5;5;1;NA;5;0.24;23.11.csv;2015;23.11.2015;grüental
A10000;Catering;13.7;13.7;4;NA;3.43;0.55;24.11.csv;2015;24.11.2015;grüental
A10001;Favorite;715;715;92;NA;7.77;28.45;24.11.csv;2015;24.11.2015;grüental
A10002;Green;712;712;95;NA;7.49;28.33;24.11.csv;2015;24.11.2015;grüental
A10005;Menu Suppe;10.5;10.5;7;NA;1.5;0.42;24.11.csv;2015;24.11.2015;grüental
A10006;Menu Salat;39.5;39.5;25;NA;1.58;1.57;24.11.csv;2015;24.11.2015;grüental
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.02;24.11.csv;2015;24.11.2015;grüental
A10011;Kitchen 1;247;247;26;NA;9.5;9.83;24.11.csv;2015;24.11.2015;grüental
A10020;Local 0;551;551;70;NA;7.87;21.92;24.11.csv;2015;24.11.2015;grüental
A10030;Market;100.7;100.7;12;4.346;23.17;4.01;24.11.csv;2015;24.11.2015;grüental
A10040;Garden;3.8;3.8;1;0.164;23.17;0.15;24.11.csv;2015;24.11.2015;grüental
A10063;Frucht 1.00;1;1;1;NA;1;0.04;24.11.csv;2015;24.11.2015;grüental
A10072;Schichtjoghurt;3;3;1;NA;3;0.12;24.11.csv;2015;24.11.2015;grüental
A10073;Saisonfrüchte geschnitten;10.5;10.5;3;NA;3.5;0.42;24.11.csv;2015;24.11.2015;grüental
A10101;Ragusa-Gipfel;4.8;4.8;2;NA;2.4;0.19;24.11.csv;2015;24.11.2015;grüental
A10119;Studentenschnitte;2.4;2.4;1;NA;2.4;0.1;24.11.csv;2015;24.11.2015;grüental
A10121;Mandelschnecke;2.4;2.4;1;NA;2.4;0.1;24.11.csv;2015;24.11.2015;grüental
A10122;Nussbrille;2.4;2.4;1;NA;2.4;0.1;24.11.csv;2015;24.11.2015;grüental
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.1;24.11.csv;2015;24.11.2015;grüental
A10129;Aprikosen-Bögli;2.4;2.4;1;NA;2.4;0.1;24.11.csv;2015;24.11.2015;grüental
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.1;24.11.csv;2015;24.11.2015;grüental
A10135;Wähe;11.7;11.7;3;NA;3.9;0.47;24.11.csv;2015;24.11.2015;grüental
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.38;24.11.csv;2015;24.11.2015;grüental
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.22;24.11.csv;2015;24.11.2015;grüental
A10411;Sandwich Power Ham;4.5;4.5;1;NA;4.5;0.18;24.11.csv;2015;24.11.2015;grüental
A10414;Sandwich Ham & Cheese;5.5;5.5;1;NA;5.5;0.22;24.11.csv;2015;24.11.2015;grüental
A10415;Sandwich Turkey;11;11;2;NA;5.5;0.44;24.11.csv;2015;24.11.2015;grüental
A10416;Sandwich Ticinese;6.5;6.5;1;NA;6.5;0.26;24.11.csv;2015;24.11.2015;grüental
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.22;24.11.csv;2015;24.11.2015;grüental
A10438;FB Sandwich Ham & Co;11;11;2;NA;5.5;0.44;24.11.csv;2015;24.11.2015;grüental
A10451;Sandwich Bauette;15;15;3;NA;5;0.6;24.11.csv;2015;24.11.2015;grüental
A10000;Catering;3.8;3.8;1;NA;3.8;0.17;25.11.csv;2015;25.11.2015;grüental
A10001;Favorite;888;888;114;NA;7.79;40.38;25.11.csv;2015;25.11.2015;grüental
A10002;Green;449;449;60;NA;7.48;20.42;25.11.csv;2015;25.11.2015;grüental
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.01;25.11.csv;2015;25.11.2015;grüental
A10005;Menu Suppe;4.5;4.5;3;NA;1.5;0.2;25.11.csv;2015;25.11.2015;grüental
A10006;Menu Salat;48.5;48.5;31;NA;1.56;2.21;25.11.csv;2015;25.11.2015;grüental
A10011;Kitchen 1;308;308;32;NA;9.63;14.01;25.11.csv;2015;25.11.2015;grüental
A10020;Local 0;350;350;46;NA;7.61;15.92;25.11.csv;2015;25.11.2015;grüental
A10030;Market;53.1;53.1;7;2.308;23.01;2.41;25.11.csv;2015;25.11.2015;grüental
A10040;Garden;8.4;8.4;1;0.366;22.95;0.38;25.11.csv;2015;25.11.2015;grüental
A10063;Frucht 1.00;3;3;3;NA;1;0.14;25.11.csv;2015;25.11.2015;grüental
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.16;25.11.csv;2015;25.11.2015;grüental
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.1;25.11.csv;2015;25.11.2015;grüental
A10110;Sonnenblumenbrötli;1.7;1.7;1;NA;1.7;0.08;25.11.csv;2015;25.11.2015;grüental
A10119;Studentenschnitte;2.4;2.4;1;NA;2.4;0.11;25.11.csv;2015;25.11.2015;grüental
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.1;25.11.csv;2015;25.11.2015;grüental
A10148;Fruchttörtli;2.4;2.4;1;NA;2.4;0.11;25.11.csv;2015;25.11.2015;grüental
A10160;Snacks;2.5;2.5;1;NA;2.5;0.11;25.11.csv;2015;25.11.2015;grüental
A10200;Birchermüesli Classic;10.1;10.1;3;NA;3.37;0.46;25.11.csv;2015;25.11.2015;grüental
A10410;Sandwich Milano;8;8;2;NA;4;0.36;25.11.csv;2015;25.11.2015;grüental
A10411;Sandwich Power Ham;4;4;1;NA;4;0.18;25.11.csv;2015;25.11.2015;grüental
A10415;Sandwich Turkey;16.5;16.5;3;NA;5.5;0.75;25.11.csv;2015;25.11.2015;grüental
A10416;Sandwich Ticinese;6;6;1;NA;6;0.27;25.11.csv;2015;25.11.2015;grüental
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.25;25.11.csv;2015;25.11.2015;grüental
A10438;FB Sandwich Ham & Co;5.5;5.5;1;NA;5.5;0.25;25.11.csv;2015;25.11.2015;grüental
A10451;Sandwich Bauette;10;10;2;NA;5;0.45;25.11.csv;2015;25.11.2015;grüental
A10000;Catering;15.5;15.5;4;NA;3.88;0.65;26.11.csv;2015;26.11.2015;grüental
A10001;Favorite;1325;1325;168;NA;7.89;55.15;26.11.csv;2015;26.11.2015;grüental
A10002;Green;447;447;57;NA;7.84;18.6;26.11.csv;2015;26.11.2015;grüental
A10005;Menu Suppe;7.5;7.5;5;NA;1.5;0.31;26.11.csv;2015;26.11.2015;grüental
A10006;Menu Salat;78;78;50;NA;1.56;3.25;26.11.csv;2015;26.11.2015;grüental
A10007;Senf Mayo Ketschup;2;2;4;NA;0.5;0.08;26.11.csv;2015;26.11.2015;grüental
A10013;Kitchen 3;250;250;21;NA;11.9;10.41;26.11.csv;2015;26.11.2015;grüental
A10020;Local 0;110;110;14;NA;7.86;4.58;26.11.csv;2015;26.11.2015;grüental
A10030;Market;83.5;83.5;11;3.592;23.25;3.48;26.11.csv;2015;26.11.2015;grüental
A10040;Garden;31.1;31.1;4;1.354;22.97;1.29;26.11.csv;2015;26.11.2015;grüental
A10061;Frucht -.80;0.8;0.8;1;NA;0.8;0.03;26.11.csv;2015;26.11.2015;grüental
A10063;Frucht 1.00;1;1;1;NA;1;0.04;26.11.csv;2015;26.11.2015;grüental
A10073;Saisonfrüchte geschnitten;7;7;2;NA;3.5;0.29;26.11.csv;2015;26.11.2015;grüental
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.1;26.11.csv;2015;26.11.2015;grüental
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.09;26.11.csv;2015;26.11.2015;grüental
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.07;26.11.csv;2015;26.11.2015;grüental
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.1;26.11.csv;2015;26.11.2015;grüental
A10135;Wähe;3.9;3.9;1;NA;3.9;0.16;26.11.csv;2015;26.11.2015;grüental
A10136;Muffin;2.5;2.5;1;NA;2.5;0.1;26.11.csv;2015;26.11.2015;grüental
A10148;Fruchttörtli;2.9;2.9;1;NA;2.9;0.12;26.11.csv;2015;26.11.2015;grüental
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.13;26.11.csv;2015;26.11.2015;grüental
A10415;Sandwich Turkey;11;11;2;NA;5.5;0.46;26.11.csv;2015;26.11.2015;grüental
A10416;Sandwich Ticinese;6;6;1;NA;6;0.25;26.11.csv;2015;26.11.2015;grüental
A10430;Bagel Sandwich Fisherman's Catch;6;6;1;NA;6;0.25;26.11.csv;2015;26.11.2015;grüental
A10000;Catering;24.8;24.8;8;NA;3.1;1.32;27.11.csv;2015;27.11.2015;grüental
A10001;Favorite;628;628;82;NA;7.66;33.44;27.11.csv;2015;27.11.2015;grüental
A10002;Green;345;345;46;NA;7.5;18.37;27.11.csv;2015;27.11.2015;grüental
A10005;Menu Suppe;7;7;4;NA;1.75;0.37;27.11.csv;2015;27.11.2015;grüental
A10006;Menu Salat;40;40;26;NA;1.54;2.13;27.11.csv;2015;27.11.2015;grüental
A10012;Kitchen 2;367;367;34;NA;10.79;19.54;27.11.csv;2015;27.11.2015;grüental
A10020;Local 0;292;292;39;NA;7.49;15.55;27.11.csv;2015;27.11.2015;grüental
A10030;Market;52.3;52.3;8;2.274;23;2.78;27.11.csv;2015;27.11.2015;grüental
A10040;Garden;45.5;45.5;5;1.978;23;2.42;27.11.csv;2015;27.11.2015;grüental
A10061;Frucht -.80;1.6;1.6;2;NA;0.8;0.09;27.11.csv;2015;27.11.2015;grüental
A10063;Frucht 1.00;2;2;2;NA;1;0.11;27.11.csv;2015;27.11.2015;grüental
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.13;27.11.csv;2015;27.11.2015;grüental
A10103;Vanille-Gipfel;2.9;2.9;1;NA;2.9;0.15;27.11.csv;2015;27.11.2015;grüental
A10108;Laugenbrezel mit Butter;6.6;6.6;3;NA;2.2;0.35;27.11.csv;2015;27.11.2015;grüental
A10112;Maisbrötli;3.4;3.4;2;NA;1.7;0.18;27.11.csv;2015;27.11.2015;grüental
A10120;Mandelbrezel;2.4;2.4;1;NA;2.4;0.13;27.11.csv;2015;27.11.2015;grüental
A10124;Kirschenstange;2.4;2.4;1;NA;2.4;0.13;27.11.csv;2015;27.11.2015;grüental
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.13;27.11.csv;2015;27.11.2015;grüental
A10127;Aprikosenplunder;2.4;2.4;1;NA;2.4;0.13;27.11.csv;2015;27.11.2015;grüental
A10131;Vanille/Apfelstange;2.4;2.4;1;NA;2.4;0.13;27.11.csv;2015;27.11.2015;grüental
A10148;Fruchttörtli;9.6;9.6;4;NA;2.4;0.51;27.11.csv;2015;27.11.2015;grüental
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.51;27.11.csv;2015;27.11.2015;grüental
A10410;Sandwich Milano;4;4;1;NA;4;0.21;27.11.csv;2015;27.11.2015;grüental
A10411;Sandwich Power Ham;12;12;3;NA;4;0.64;27.11.csv;2015;27.11.2015;grüental
A10438;FB Sandwich Ham & Co;5.5;5.5;1;NA;5.5;0.29;27.11.csv;2015;27.11.2015;grüental
A10451;Sandwich Bauette;5;5;1;NA;5;0.27;27.11.csv;2015;27.11.2015;grüental
A10000;Catering;10.5;10.5;1;NA;10.5;0.46;30.11.csv;2015;30.11.2015;grüental
A10001;Favorite;806;806;101;NA;7.98;35.69;30.11.csv;2015;30.11.2015;grüental
A10002;Green;447;447;60;NA;7.45;19.79;30.11.csv;2015;30.11.2015;grüental
A10005;Menu Suppe;9;9;6;NA;1.5;0.4;30.11.csv;2015;30.11.2015;grüental
A10006;Menu Salat;92;92;56;NA;1.64;4.07;30.11.csv;2015;30.11.2015;grüental
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.02;30.11.csv;2015;30.11.2015;grüental
A10013;Kitchen 3;221;221;18;NA;12.28;9.78;30.11.csv;2015;30.11.2015;grüental
A10020;Local 0;464;464;61;NA;7.61;20.54;30.11.csv;2015;30.11.2015;grüental
A10030;Market;40.9;40.9;6;1.776;23.03;1.81;30.11.csv;2015;30.11.2015;grüental
A10040;Garden;39.9;39.9;6;1.738;22.96;1.77;30.11.csv;2015;30.11.2015;grüental
A10063;Frucht 1.00;2;2;2;NA;1;0.09;30.11.csv;2015;30.11.2015;grüental
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.15;30.11.csv;2015;30.11.2015;grüental
A10101;Ragusa-Gipfel;4.8;4.8;2;NA;2.4;0.21;30.11.csv;2015;30.11.2015;grüental
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.11;30.11.csv;2015;30.11.2015;grüental
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.1;30.11.csv;2015;30.11.2015;grüental
A10120;Mandelbrezel;2.4;2.4;1;NA;2.4;0.11;30.11.csv;2015;30.11.2015;grüental
A10126;Apfel im Schlafrock;2.9;2.9;1;NA;2.9;0.13;30.11.csv;2015;30.11.2015;grüental
A10135;Wähe;7.8;7.8;2;NA;3.9;0.35;30.11.csv;2015;30.11.2015;grüental
A10136;Muffin;5;5;2;NA;2.5;0.22;30.11.csv;2015;30.11.2015;grüental
A10148;Fruchttörtli;2.4;2.4;1;NA;2.4;0.11;30.11.csv;2015;30.11.2015;grüental
A10162;Bienenstich;4.8;4.8;2;NA;2.4;0.21;30.11.csv;2015;30.11.2015;grüental
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.43;30.11.csv;2015;30.11.2015;grüental
A10410;Sandwich Milano;12.5;12.5;3;NA;4.17;0.55;30.11.csv;2015;30.11.2015;grüental
A10414;Sandwich Ham & Cheese;16.5;16.5;3;NA;5.5;0.73;30.11.csv;2015;30.11.2015;grüental
A10415;Sandwich Turkey;11;11;2;NA;5.5;0.49;30.11.csv;2015;30.11.2015;grüental
A10416;Sandwich Ticinese;18;18;3;NA;6;0.8;30.11.csv;2015;30.11.2015;grüental
A10427;Bagel Sandwich Tandoori;5.5;5.5;1;NA;5.5;0.24;30.11.csv;2015;30.11.2015;grüental
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.24;30.11.csv;2015;30.11.2015;grüental
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.18;30.11.csv;2015;30.11.2015;grüental
A10451;Sandwich Bauette;5;5;1;NA;5;0.22;30.11.csv;2015;30.11.2015;grüental
A10000;Catering;7;7;2;NA;3.5;0.3;01.12.csv;2015;01.12.2015;grüental
A10001;Favorite;739;739;94;NA;7.86;31.55;01.12.csv;2015;01.12.2015;grüental
A10002;Green;416;416;56;NA;7.43;17.76;01.12.csv;2015;01.12.2015;grüental
A10005;Menu Suppe;6;6;4;NA;1.5;0.26;01.12.csv;2015;01.12.2015;grüental
A10006;Menu Salat;36;36;24;NA;1.5;1.54;01.12.csv;2015;01.12.2015;grüental
A10008;Gemüseportion;1.5;1.5;1;NA;1.5;0.06;01.12.csv;2015;01.12.2015;grüental
A10011;Kitchen 1;367;367;38;NA;9.66;15.67;01.12.csv;2015;01.12.2015;grüental
A10013;Kitchen 3;97;97;8;NA;12.13;4.14;01.12.csv;2015;01.12.2015;grüental
A10020;Local 0;495;495;64;NA;7.73;21.13;01.12.csv;2015;01.12.2015;grüental
A10030;Market;55.9;55.9;8;2.422;23.08;2.39;01.12.csv;2015;01.12.2015;grüental
A10040;Garden;25.4;25.4;4;1.1;23.09;1.08;01.12.csv;2015;01.12.2015;grüental
A10063;Frucht 1.00;1;1;1;NA;1;0.04;01.12.csv;2015;01.12.2015;grüental
A10073;Saisonfrüchte geschnitten;10.5;10.5;3;NA;3.5;0.45;01.12.csv;2015;01.12.2015;grüental
A10101;Ragusa-Gipfel;4.8;4.8;2;NA;2.4;0.2;01.12.csv;2015;01.12.2015;grüental
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.09;01.12.csv;2015;01.12.2015;grüental
A10119;Studentenschnitte;2.4;2.4;1;NA;2.4;0.1;01.12.csv;2015;01.12.2015;grüental
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.1;01.12.csv;2015;01.12.2015;grüental
A10126;Apfel im Schlafrock;2.9;2.9;1;NA;2.9;0.12;01.12.csv;2015;01.12.2015;grüental
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.1;01.12.csv;2015;01.12.2015;grüental
A10135;Wähe;8.3;8.3;2;NA;4.15;0.35;01.12.csv;2015;01.12.2015;grüental
A10136;Muffin;5;5;2;NA;2.5;0.21;01.12.csv;2015;01.12.2015;grüental
A10148;Fruchttörtli;2.4;2.4;1;NA;2.4;0.1;01.12.csv;2015;01.12.2015;grüental
A10410;Sandwich Milano;8.5;8.5;2;NA;4.25;0.36;01.12.csv;2015;01.12.2015;grüental
A10412;Sandwich Gruyere;4;4;1;NA;4;0.17;01.12.csv;2015;01.12.2015;grüental
A10414;Sandwich Ham & Cheese;5.5;5.5;1;NA;5.5;0.23;01.12.csv;2015;01.12.2015;grüental
A10415;Sandwich Turkey;6;6;1;NA;6;0.26;01.12.csv;2015;01.12.2015;grüental
A10416;Sandwich Ticinese;12.5;12.5;2;NA;6.25;0.53;01.12.csv;2015;01.12.2015;grüental
A10430;Bagel Sandwich Fisherman's Catch;11;11;2;NA;5.5;0.47;01.12.csv;2015;01.12.2015;grüental
A10451;Sandwich Bauette;5;5;1;NA;5;0.21;01.12.csv;2015;01.12.2015;grüental
A10000;Catering;9.6;9.6;3;NA;3.2;0.43;02.12.csv;2015;02.12.2015;grüental
A10001;Favorite;923;923;120;NA;7.69;41.06;02.12.csv;2015;02.12.2015;grüental
A10002;Green;457;457;61;NA;7.49;20.33;02.12.csv;2015;02.12.2015;grüental
A100039;Portion Pommes;5.5;5.5;1;NA;5.5;0.24;02.12.csv;2015;02.12.2015;grüental
A10005;Menu Suppe;10.5;10.5;7;NA;1.5;0.47;02.12.csv;2015;02.12.2015;grüental
A10006;Menu Salat;43;43;28;NA;1.54;1.91;02.12.csv;2015;02.12.2015;grüental
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.04;02.12.csv;2015;02.12.2015;grüental
A10014;Kitchen 4;348;348;27;NA;12.89;15.48;02.12.csv;2015;02.12.2015;grüental
A10020;Local 0;285;285;38;NA;7.5;12.68;02.12.csv;2015;02.12.2015;grüental
A10030;Market;53.9;53.9;6;2.306;23.37;2.4;02.12.csv;2015;02.12.2015;grüental
A10040;Garden;17;17;3;0.74;22.97;0.76;02.12.csv;2015;02.12.2015;grüental
A10063;Frucht 1.00;2;2;2;NA;1;0.09;02.12.csv;2015;02.12.2015;grüental
A10101;Ragusa-Gipfel;4.8;4.8;2;NA;2.4;0.21;02.12.csv;2015;02.12.2015;grüental
A10130;Vanillekreuz;2.9;2.9;1;NA;2.9;0.13;02.12.csv;2015;02.12.2015;grüental
A10136;Muffin;2.5;2.5;1;NA;2.5;0.11;02.12.csv;2015;02.12.2015;grüental
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.1;02.12.csv;2015;02.12.2015;grüental
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;0.57;02.12.csv;2015;02.12.2015;grüental
A10410;Sandwich Milano;4;4;1;NA;4;0.18;02.12.csv;2015;02.12.2015;grüental
A10412;Sandwich Gruyere;4;4;1;NA;4;0.18;02.12.csv;2015;02.12.2015;grüental
A10415;Sandwich Turkey;11;11;2;NA;5.5;0.49;02.12.csv;2015;02.12.2015;grüental
A10430;Bagel Sandwich Fisherman's Catch;27.5;27.5;5;NA;5.5;1.22;02.12.csv;2015;02.12.2015;grüental
A10438;FB Sandwich Ham & Co;5.5;5.5;1;NA;5.5;0.24;02.12.csv;2015;02.12.2015;grüental
A10451;Sandwich Bauette;15;15;3;NA;5;0.67;02.12.csv;2015;02.12.2015;grüental
A10000;Catering;1.5;1.5;1;NA;1.5;0.07;03.12.csv;2015;03.12.2015;grüental
A10001;Favorite;732;732;94;NA;7.79;32.19;03.12.csv;2015;03.12.2015;grüental
A10002;Green;636;636;82;NA;7.76;27.97;03.12.csv;2015;03.12.2015;grüental
A10005;Menu Suppe;3;3;2;NA;1.5;0.13;03.12.csv;2015;03.12.2015;grüental
A10006;Menu Salat;47;47;30;NA;1.57;2.07;03.12.csv;2015;03.12.2015;grüental
A10008;Gemüseportion;1.5;1.5;1;NA;1.5;0.07;03.12.csv;2015;03.12.2015;grüental
A10012;Kitchen 2;418;418;38;NA;11;18.38;03.12.csv;2015;03.12.2015;grüental
A10020;Local 0;228;228;29;NA;7.86;10.03;03.12.csv;2015;03.12.2015;grüental
A10030;Market;20.2;20.2;2;0.88;22.95;0.89;03.12.csv;2015;03.12.2015;grüental
A10040;Garden;56;56;8;2.43;23.05;2.46;03.12.csv;2015;03.12.2015;grüental
A100700;Yogi;1.8;1.8;1;NA;1.8;0.08;03.12.csv;2015;03.12.2015;grüental
A10072;Schichtjoghurt;6;6;2;NA;3;0.26;03.12.csv;2015;03.12.2015;grüental
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.11;03.12.csv;2015;03.12.2015;grüental
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.1;03.12.csv;2015;03.12.2015;grüental
